[individuals]
14
[landmarks]
381
[dimensions]
3
[names]
ThCy19465
ThCy1953
ThCy1959
ThCy321
ThCy396113
ThCy46441
ThCy521167
ThCy5742
ThCy5749
ThCy72665
ThCy72666
ThCy922
ThCy95
ThCyA678
[labels]
Sex
[labelvalues]
M
M
F
M
F
M
F
F
M
M
F
F
M
F
[rawpoints]
'ThCy19465
-1.439	-125.1604	38.1847
2.5431	-124.9088	38.2193
0.8375	-123.6913	3.9225
1.5729	-115.7274	-13.2461
-23.213	-115.7435	-19.5022
24.7739	-113.688	-19.2136
-26.2369	-109.1349	-12.695
30.4104	-108.3321	-10.646
-34.9887	-112.392	-6.6123
36.2063	-110.6916	-1.8168
-28.7038	-108.9748	4.1601
29.0587	-108.7859	6.6887
0.1062	-91.1358	-10.3976
24.5944	-86.6208	-8.7006
-24.5332	-86.6372	-9.1525
53.4767	-82.914	-14.3381
-50.9619	-82.2056	-13.6108
0.1653	-21.236	-19.1741
-40.6108	-21.5903	-13.6944
40.8871	-21.6775	-14.2277
-47.1647	-33.402	15.4033
46.3899	-32.5887	15.0095
0.4483	-28.7203	44.8239
32.4025	-28.1975	30.7905
-33.2745	-30.3455	32.5531
32.1498	-4.2739	-26.9943
-31.2368	-7.1103	-27.1851
27.1668	6.7479	-27.2199
-26.8991	6.326	-26.5941
27.8778	4.7454	-14.1885
-26.4326	6.5083	-12.1871
27.7048	6.5285	-4.4626
-26.4772	6.1606	-3.2596
17.6131	31.5142	-24.5768
-17.0267	30.7091	-24.5818
-0.2525	74.4518	-22.4158
-0.6485	71.7946	8.9493
14.8654	71.8802	-23.7648
-15.1671	71.4918	-23.8889
16.6157	83.2599	-21.0284
-16.8093	83.2816	-21.0554
6.651	77.3152	4.557
-8.2207	77.639	3.9893
2.9194	78.573	6.2386
-4.3611	78.7845	6.1498
0.7113	99.3775	-23.3341
-12.0174	-69.2512	40.4433
-13.8598	-69.5033	6.7714
-16.9447	-122.1958	24.9627
-8.839	-47.8793	48.1548
-23.3547	-51.2834	37.1819
-7.2762	-123.0348	33.9295
-18.9851	-77.0936	24.6559
-20.9096	-61.0947	25.0403
-19.2107	-64.4046	33.9306
-14.4281	-79.4942	31.3962
-29.122	-104.9035	4.7985
-25.4008	-87.6437	9.2025
-7.2405	-81.6114	36.6954
-4.5612	-94.4092	34.4672
-20.9394	-81.8746	-0.4399
-15.3285	-98.646	25.1834
-2.4912	-59.6309	49.0676
-6.8713	-108.6568	28.6727
-28.8216	-93.028	-0.6652
-1.3089	-72.7088	48.1349
-20.8409	-74.4821	14.8416
-22.6658	-89.867	19.8907
-15.2979	-109.325	20.2044
-17.1555	-56.5215	12.4793
-23.9978	-109.3067	10.2039
-0.7518	-100.2515	45.8188
-20.6523	-99.6522	19.9474
-29.0919	-37.6715	33.3663
-20.8965	-40.0941	44.1066
-1.1777	-86.2909	46.5972
-23.8404	-47.078	19.0989
-25.3047	-99.9808	11.4526
-0.6494	-114.738	43.1131
-18.7033	-89.6417	25.9923
-20.3219	-118.0744	12.7833
-31.5816	-114.9656	0.3199
13.3486	-93.1123	27.9977
1.9821	-77.8786	46.8101
25.8733	-87.7072	-5.1372
